"cell_line","identifier","fit_GR","agent","ctrl_cell_doublings","GR50","GRmax","Cell.Line","use_experiment","comment","Cell.Type","X..CA.cells","Centros..size..","Nuclei.intensity","X..MN.cells","Mitotic.index","X..yH2AX.cells","CA_group","MN_group","SampleID","subtype","subtype2","details","group"
"OVCAR5","OVCAR5_exp3","sigmoid","cw069",4.45783829866384,76.4938171265892,0.330745274515516,"OVCAR5","exp3","","OVCAR-5",14.5843483,2.977567,8134.299,3.301916,0.02873701,0.047856165,"low","low","JBLAB-25892","unknown","unknown","KIFC1 (HSET)","Centrosome clustering"
"OVCAR5","OVCAR5_exp3","sigmoid","bi2536",4.45783829866384,0.0920113873575074,-0.366882187315802,"OVCAR5","exp3","","OVCAR-5",14.5843483,2.977567,8134.299,3.301916,0.02873701,0.047856165,"low","low","JBLAB-25892","unknown","unknown","panPLK","Polo like kinase"
"OVCAR5","OVCAR5_exp3","sigmoid","cfi400945",4.45783829866384,11.4689592372083,-0.363669022853956,"OVCAR5","exp3","","OVCAR-5",14.5843483,2.977567,8134.299,3.301916,0.02873701,0.047856165,"low","low","JBLAB-25892","unknown","unknown","PLK4","Polo like kinase"
"OVCAR5","OVCAR5_exp3","sigmoid","volasertib",4.45783829866384,0.118974630329791,-0.334654039299948,"OVCAR5","exp3","","OVCAR-5",14.5843483,2.977567,8134.299,3.301916,0.02873701,0.047856165,"low","low","JBLAB-25892","unknown","unknown","PLK1","Polo like kinase"
"OVCAR5","OVCAR5_exp3","sigmoid","az3146",4.45783829866384,4.39731328365979,-0.33904125909563,"OVCAR5","exp3","","OVCAR-5",14.5843483,2.977567,8134.299,3.301916,0.02873701,0.047856165,"low","low","JBLAB-25892","unknown","unknown","TTK (MPS1)","SAC component"
"OVCAR5","OVCAR5_exp3","sigmoid","gsk923295",4.45783829866384,0.0743251037094042,-0.293845204290237,"OVCAR5","exp3","","OVCAR-5",14.5843483,2.977567,8134.299,3.301916,0.02873701,0.047856165,"low","low","JBLAB-25892","unknown","unknown","CENPE","SAC component"
"PEA1","PEA1_exp5","sigmoid","oxaliplatin",1.46099554036607,60.8844173906516,0.432106529418218,"PEA1","exp5","","PEA1",6.6443155,2.974614,8455.316,14.239261,0.066760037,0.012816721,"low","low","JBLAB-25890","HGSOC","HGSOC","Oxaliplatin","Alkylating agent"
"PEA1","PEA1_exp5","sigmoid","paclitaxel",1.46099554036607,0.000362095419153229,-0.171436507671442,"PEA1","exp5","","PEA1",6.6443155,2.974614,8455.316,14.239261,0.066760037,0.012816721,"low","low","JBLAB-25890","HGSOC","HGSOC","Paclitaxel","Antimicrotubule agent"
"PEA1","PEA1_exp5","sigmoid","alisertib",1.46099554036607,3.49999812269964,-0.763316951218642,"PEA1","exp5","","PEA1",6.6443155,2.974614,8455.316,14.239261,0.066760037,0.012816721,"low","low","JBLAB-25890","HGSOC","HGSOC","AURKA","Aurora kinase"
"PEA1","PEA1_exp5","sigmoid","barasertib",1.46099554036607,29.2722900044905,-0.466409625384911,"PEA1","exp5","","PEA1",6.6443155,2.974614,8455.316,14.239261,0.066760037,0.012816721,"low","low","JBLAB-25890","HGSOC","HGSOC","AURKB","Aurora kinase"
"PEA1","PEA1_exp5","sigmoid","tozasertib",1.46099554036607,11.3815823386645,-0.863512846905366,"PEA1","exp5","","PEA1",6.6443155,2.974614,8455.316,14.239261,0.066760037,0.012816721,"low","low","JBLAB-25890","HGSOC","HGSOC","panAURK","Aurora kinase"
"PEA1","PEA1_exp5","sigmoid","cw069",1.46099554036607,85.3342888940145,0.303047121500993,"PEA1","exp5","","PEA1",6.6443155,2.974614,8455.316,14.239261,0.066760037,0.012816721,"low","low","JBLAB-25890","HGSOC","HGSOC","KIFC1 (HSET)","Centrosome clustering"
"PEA1","PEA1_exp5","sigmoid","bi2536",1.46099554036607,0.0354747115227869,-0.926401795473015,"PEA1","exp5","","PEA1",6.6443155,2.974614,8455.316,14.239261,0.066760037,0.012816721,"low","low","JBLAB-25890","HGSOC","HGSOC","panPLK","Polo like kinase"
"PEA1","PEA1_exp5","sigmoid","cfi400945",1.46099554036607,13.2379342741806,-0.718215806481152,"PEA1","exp5","","PEA1",6.6443155,2.974614,8455.316,14.239261,0.066760037,0.012816721,"low","low","JBLAB-25890","HGSOC","HGSOC","PLK4","Polo like kinase"
"PEA1","PEA1_exp5","sigmoid","volasertib",1.46099554036607,0.0968278436658398,-0.915581559746849,"PEA1","exp5","","PEA1",6.6443155,2.974614,8455.316,14.239261,0.066760037,0.012816721,"low","low","JBLAB-25890","HGSOC","HGSOC","PLK1","Polo like kinase"
"PEA1","PEA1_exp5","sigmoid","az3146",1.46099554036607,3.5654436355811,-0.923987472962901,"PEA1","exp5","","PEA1",6.6443155,2.974614,8455.316,14.239261,0.066760037,0.012816721,"low","low","JBLAB-25890","HGSOC","HGSOC","TTK (MPS1)","SAC component"
"PEA1","PEA1_exp5","sigmoid","gsk923295",1.46099554036607,0.404876940909914,-0.90394974275359,"PEA1","exp5","","PEA1",6.6443155,2.974614,8455.316,14.239261,0.066760037,0.012816721,"low","low","JBLAB-25890","HGSOC","HGSOC","CENPE","SAC component"
"PEA2","PEA2_exp5","sigmoid","oxaliplatin",1.70708648611171,Inf,0.696720728802379,"PEA2","exp5","","PEA2",33.05738,2.936008,12047.504,15.921153,0.129054354,0.00591716,"high","high","JBLAB-25891","HGSOC","HGSOC","Oxaliplatin","Alkylating agent"
"PEA2","PEA2_exp5","sigmoid","paclitaxel",1.70708648611171,0.0129106325218255,0.431528157561881,"PEA2","exp5","","PEA2",33.05738,2.936008,12047.504,15.921153,0.129054354,0.00591716,"high","high","JBLAB-25891","HGSOC","HGSOC","Paclitaxel","Antimicrotubule agent"
"PEA2","PEA2_exp5","sigmoid","alisertib",1.70708648611171,5.41950078793469,-0.71119046186226,"PEA2","exp5","","PEA2",33.05738,2.936008,12047.504,15.921153,0.129054354,0.00591716,"high","high","JBLAB-25891","HGSOC","HGSOC","AURKA","Aurora kinase"
"PEA2","PEA2_exp5","sigmoid","barasertib",1.70708648611171,31.8129551518492,-0.744744981075691,"PEA2","exp5","","PEA2",33.05738,2.936008,12047.504,15.921153,0.129054354,0.00591716,"high","high","JBLAB-25891","HGSOC","HGSOC","AURKB","Aurora kinase"
"PEA2","PEA2_exp5","sigmoid","tozasertib",1.70708648611171,22.181345489306,-0.789549203914973,"PEA2","exp5","","PEA2",33.05738,2.936008,12047.504,15.921153,0.129054354,0.00591716,"high","high","JBLAB-25891","HGSOC","HGSOC","panAURK","Aurora kinase"
"PEA2","PEA2_exp5","sigmoid","cw069",1.70708648611171,46.7951837204488,0.226888736663859,"PEA2","exp5","","PEA2",33.05738,2.936008,12047.504,15.921153,0.129054354,0.00591716,"high","high","JBLAB-25891","HGSOC","HGSOC","KIFC1 (HSET)","Centrosome clustering"
"PEA2","PEA2_exp5","sigmoid","bi2536",1.70708648611171,0.0702831562142105,-0.865496591713749,"PEA2","exp5","","PEA2",33.05738,2.936008,12047.504,15.921153,0.129054354,0.00591716,"high","high","JBLAB-25891","HGSOC","HGSOC","panPLK","Polo like kinase"
"PEA2","PEA2_exp5","sigmoid","cfi400945",1.70708648611171,15.7601324535768,-0.281083666805738,"PEA2","exp5","","PEA2",33.05738,2.936008,12047.504,15.921153,0.129054354,0.00591716,"high","high","JBLAB-25891","HGSOC","HGSOC","PLK4","Polo like kinase"
"PEA2","PEA2_exp5","sigmoid","volasertib",1.70708648611171,0.135788757633874,-0.846846705047968,"PEA2","exp5","","PEA2",33.05738,2.936008,12047.504,15.921153,0.129054354,0.00591716,"high","high","JBLAB-25891","HGSOC","HGSOC","PLK1","Polo like kinase"
"PEA2","PEA2_exp5","sigmoid","az3146",1.70708648611171,12.224408164471,-0.816430054271801,"PEA2","exp5","","PEA2",33.05738,2.936008,12047.504,15.921153,0.129054354,0.00591716,"high","high","JBLAB-25891","HGSOC","HGSOC","TTK (MPS1)","SAC component"
"PEA2","PEA2_exp5","sigmoid","gsk923295",1.70708648611171,5.17773232578953,-0.841154270416099,"PEA2","exp5","","PEA2",33.05738,2.936008,12047.504,15.921153,0.129054354,0.00591716,"high","high","JBLAB-25891","HGSOC","HGSOC","CENPE","SAC component"
"PEO1","PEO1_exp2","sigmoid","oxaliplatin",2.21104896503173,40.8127750968476,0.0975242093765097,"PEO1","exp2","","PEO1",8.2618632,2.894233,4541.022,5.080891,0.027182017,0.04045331,"low","low","JBLAB-25878","HGSOC","HGSOC","Oxaliplatin","Alkylating agent"
"PEO1","PEO1_exp2","sigmoid","paclitaxel",2.21104896503173,0.000294513274781533,-0.403269433212486,"PEO1","exp2","","PEO1",8.2618632,2.894233,4541.022,5.080891,0.027182017,0.04045331,"low","low","JBLAB-25878","HGSOC","HGSOC","Paclitaxel","Antimicrotubule agent"
"PEO1","PEO1_exp2","sigmoid","alisertib",2.21104896503173,0.959774502911983,-0.414218135611434,"PEO1","exp2","","PEO1",8.2618632,2.894233,4541.022,5.080891,0.027182017,0.04045331,"low","low","JBLAB-25878","HGSOC","HGSOC","AURKA","Aurora kinase"
"PEO1","PEO1_exp2","sigmoid","barasertib",2.21104896503173,20.5995843397736,-0.746481536644424,"PEO1","exp2","","PEO1",8.2618632,2.894233,4541.022,5.080891,0.027182017,0.04045331,"low","low","JBLAB-25878","HGSOC","HGSOC","AURKB","Aurora kinase"
"PEO1","PEO1_exp2","sigmoid","tozasertib",2.21104896503173,7.18754275653876,-0.749669415459877,"PEO1","exp2","","PEO1",8.2618632,2.894233,4541.022,5.080891,0.027182017,0.04045331,"low","low","JBLAB-25878","HGSOC","HGSOC","panAURK","Aurora kinase"
"PEO1","PEO1_exp2","sigmoid","cw069",2.21104896503173,37.5044263932226,0.010265037419858,"PEO1","exp2","","PEO1",8.2618632,2.894233,4541.022,5.080891,0.027182017,0.04045331,"low","low","JBLAB-25878","HGSOC","HGSOC","KIFC1 (HSET)","Centrosome clustering"
"PEO1","PEO1_exp2","sigmoid","bi2536",2.21104896503173,0.00989296228594577,-0.783826938816397,"PEO1","exp2","","PEO1",8.2618632,2.894233,4541.022,5.080891,0.027182017,0.04045331,"low","low","JBLAB-25878","HGSOC","HGSOC","panPLK","Polo like kinase"
"PEO1","PEO1_exp2","sigmoid","cfi400945",2.21104896503173,5.82543954449658,-0.749152205541935,"PEO1","exp2","","PEO1",8.2618632,2.894233,4541.022,5.080891,0.027182017,0.04045331,"low","low","JBLAB-25878","HGSOC","HGSOC","PLK4","Polo like kinase"
"PEO1","PEO1_exp2","sigmoid","volasertib",2.21104896503173,0.0198334576087291,-0.763313918818437,"PEO1","exp2","","PEO1",8.2618632,2.894233,4541.022,5.080891,0.027182017,0.04045331,"low","low","JBLAB-25878","HGSOC","HGSOC","PLK1","Polo like kinase"
"PEO1","PEO1_exp2","sigmoid","az3146",2.21104896503173,4.96288540165236,-0.766203158229968,"PEO1","exp2","","PEO1",8.2618632,2.894233,4541.022,5.080891,0.027182017,0.04045331,"low","low","JBLAB-25878","HGSOC","HGSOC","TTK (MPS1)","SAC component"
"PEO1","PEO1_exp2","sigmoid","gsk923295",2.21104896503173,0.804549990258521,-0.71680952660967,"PEO1","exp2","","PEO1",8.2618632,2.894233,4541.022,5.080891,0.027182017,0.04045331,"low","low","JBLAB-25878","HGSOC","HGSOC","CENPE","SAC component"
"PEO14","PEO14_exp4","sigmoid","oxaliplatin",2.80443124700889,118.017507550171,0.593040277736356,"PEO14","exp4","","PEO14",17.5343877,2.916608,5917.412,19.514703,0.045140199,0.008536763,"low","high","JBLAB-25881","HGSOC","HGSOC","Oxaliplatin","Alkylating agent"
"PEO14","PEO14_exp4","sigmoid","paclitaxel",2.80443124700889,0.0015974763245508,0.486403691264705,"PEO14","exp4","","PEO14",17.5343877,2.916608,5917.412,19.514703,0.045140199,0.008536763,"low","high","JBLAB-25881","HGSOC","HGSOC","Paclitaxel","Antimicrotubule agent"
"PEO14","PEO14_exp4","sigmoid","alisertib",2.80443124700889,17.6509867595783,0.0717932039904421,"PEO14","exp4","","PEO14",17.5343877,2.916608,5917.412,19.514703,0.045140199,0.008536763,"low","high","JBLAB-25881","HGSOC","HGSOC","AURKA","Aurora kinase"
"PEO14","PEO14_exp4","sigmoid","barasertib",2.80443124700889,42.3672035894466,-0.611088034141455,"PEO14","exp4","","PEO14",17.5343877,2.916608,5917.412,19.514703,0.045140199,0.008536763,"low","high","JBLAB-25881","HGSOC","HGSOC","AURKB","Aurora kinase"
"PEO14","PEO14_exp4","sigmoid","tozasertib",2.80443124700889,14.3138185954452,-0.567012696221192,"PEO14","exp4","","PEO14",17.5343877,2.916608,5917.412,19.514703,0.045140199,0.008536763,"low","high","JBLAB-25881","HGSOC","HGSOC","panAURK","Aurora kinase"
"PEO14","PEO14_exp4","sigmoid","cw069",2.80443124700889,Inf,0.518843809594797,"PEO14","exp4","","PEO14",17.5343877,2.916608,5917.412,19.514703,0.045140199,0.008536763,"low","high","JBLAB-25881","HGSOC","HGSOC","KIFC1 (HSET)","Centrosome clustering"
"PEO14","PEO14_exp4","sigmoid","bi2536",2.80443124700889,0.0468839798860084,-0.599543667483834,"PEO14","exp4","","PEO14",17.5343877,2.916608,5917.412,19.514703,0.045140199,0.008536763,"low","high","JBLAB-25881","HGSOC","HGSOC","panPLK","Polo like kinase"
"PEO14","PEO14_exp4","sigmoid","cfi400945",2.80443124700889,11.7475836144962,-0.543362853618583,"PEO14","exp4","","PEO14",17.5343877,2.916608,5917.412,19.514703,0.045140199,0.008536763,"low","high","JBLAB-25881","HGSOC","HGSOC","PLK4","Polo like kinase"
"PEO14","PEO14_exp4","sigmoid","volasertib",2.80443124700889,0.0848206317921251,-0.58557988498178,"PEO14","exp4","","PEO14",17.5343877,2.916608,5917.412,19.514703,0.045140199,0.008536763,"low","high","JBLAB-25881","HGSOC","HGSOC","PLK1","Polo like kinase"
"PEO14","PEO14_exp4","sigmoid","az3146",2.80443124700889,10.6986589732325,-0.595598185262293,"PEO14","exp4","","PEO14",17.5343877,2.916608,5917.412,19.514703,0.045140199,0.008536763,"low","high","JBLAB-25881","HGSOC","HGSOC","TTK (MPS1)","SAC component"
"PEO14","PEO14_exp4","sigmoid","gsk923295",2.80443124700889,3.23496427898252,-0.572035089943111,"PEO14","exp4","","PEO14",17.5343877,2.916608,5917.412,19.514703,0.045140199,0.008536763,"low","high","JBLAB-25881","HGSOC","HGSOC","CENPE","SAC component"
"PEO23","PEO23_exp2","sigmoid","oxaliplatin",2.46049181146084,81.2223482762259,0.39797560331445,"PEO23","exp2","","PEO23",37.0253616,2.841372,7982.358,19.056898,0.015784839,0.030346866,"high","high","JBLAB-25880","HGSOC","HGSOC","Oxaliplatin","Alkylating agent"
"PEO23","PEO23_exp2","sigmoid","paclitaxel",2.46049181146084,Inf,0.523730628552744,"PEO23","exp2","","PEO23",37.0253616,2.841372,7982.358,19.056898,0.015784839,0.030346866,"high","high","JBLAB-25880","HGSOC","HGSOC","Paclitaxel","Antimicrotubule agent"
"PEO23","PEO23_exp2","sigmoid","alisertib",2.46049181146084,17.9372712211696,0.000545843144785674,"PEO23","exp2","","PEO23",37.0253616,2.841372,7982.358,19.056898,0.015784839,0.030346866,"high","high","JBLAB-25880","HGSOC","HGSOC","AURKA","Aurora kinase"
"PEO23","PEO23_exp2","sigmoid","barasertib",2.46049181146084,25.6754931047448,-0.0965789581637647,"PEO23","exp2","","PEO23",37.0253616,2.841372,7982.358,19.056898,0.015784839,0.030346866,"high","high","JBLAB-25880","HGSOC","HGSOC","AURKB","Aurora kinase"
"PEO23","PEO23_exp2","sigmoid","tozasertib",2.46049181146084,8.28009899283416,-0.587424901248315,"PEO23","exp2","","PEO23",37.0253616,2.841372,7982.358,19.056898,0.015784839,0.030346866,"high","high","JBLAB-25880","HGSOC","HGSOC","panAURK","Aurora kinase"
"PEO23","PEO23_exp2","sigmoid","cw069",2.46049181146084,66.088403511,0.440720863490319,"PEO23","exp2","","PEO23",37.0253616,2.841372,7982.358,19.056898,0.015784839,0.030346866,"high","high","JBLAB-25880","HGSOC","HGSOC","KIFC1 (HSET)","Centrosome clustering"
"PEO23","PEO23_exp2","sigmoid","bi2536",2.46049181146084,0.383074971588036,-0.696553561188216,"PEO23","exp2","","PEO23",37.0253616,2.841372,7982.358,19.056898,0.015784839,0.030346866,"high","high","JBLAB-25880","HGSOC","HGSOC","panPLK","Polo like kinase"
"PEO23","PEO23_exp2","sigmoid","cfi400945",2.46049181146084,19.7505145452063,-0.105248604788567,"PEO23","exp2","","PEO23",37.0253616,2.841372,7982.358,19.056898,0.015784839,0.030346866,"high","high","JBLAB-25880","HGSOC","HGSOC","PLK4","Polo like kinase"
"PEO23","PEO23_exp2","sigmoid","volasertib",2.46049181146084,0.507777544570688,-0.673243422334857,"PEO23","exp2","","PEO23",37.0253616,2.841372,7982.358,19.056898,0.015784839,0.030346866,"high","high","JBLAB-25880","HGSOC","HGSOC","PLK1","Polo like kinase"
"PEO23","PEO23_exp2","sigmoid","az3146",2.46049181146084,10.4218027217244,-0.617088560388108,"PEO23","exp2","","PEO23",37.0253616,2.841372,7982.358,19.056898,0.015784839,0.030346866,"high","high","JBLAB-25880","HGSOC","HGSOC","TTK (MPS1)","SAC component"
"PEO23","PEO23_exp2","sigmoid","gsk923295",2.46049181146084,7.85271220068394,-0.652812872497271,"PEO23","exp2","","PEO23",37.0253616,2.841372,7982.358,19.056898,0.015784839,0.030346866,"high","high","JBLAB-25880","HGSOC","HGSOC","CENPE","SAC component"
"PEO4","PEO4_exp3","sigmoid","oxaliplatin",1.6759675631047,75.6660309194071,0.365776283161018,"PEO4","exp3","","PEO4",6.8654337,2.95553,5182.661,4.372184,0.022112144,0.058228556,"low","low","JBLAB-25879","HGSOC","HGSOC","Oxaliplatin","Alkylating agent"
"PEO4","PEO4_exp3","sigmoid","paclitaxel",1.6759675631047,0.00010288032010144,-0.369351577684008,"PEO4","exp3","","PEO4",6.8654337,2.95553,5182.661,4.372184,0.022112144,0.058228556,"low","low","JBLAB-25879","HGSOC","HGSOC","Paclitaxel","Antimicrotubule agent"
"PEO4","PEO4_exp3","sigmoid","alisertib",1.6759675631047,0.217432185330109,-0.710516221505927,"PEO4","exp3","","PEO4",6.8654337,2.95553,5182.661,4.372184,0.022112144,0.058228556,"low","low","JBLAB-25879","HGSOC","HGSOC","AURKA","Aurora kinase"
"PEO4","PEO4_exp3","sigmoid","barasertib",1.6759675631047,2.18906409341053,-0.880853982432567,"PEO4","exp3","","PEO4",6.8654337,2.95553,5182.661,4.372184,0.022112144,0.058228556,"low","low","JBLAB-25879","HGSOC","HGSOC","AURKB","Aurora kinase"
"PEO4","PEO4_exp3","sigmoid","tozasertib",1.6759675631047,2.68969836825286,-0.441723201332837,"PEO4","exp3","","PEO4",6.8654337,2.95553,5182.661,4.372184,0.022112144,0.058228556,"low","low","JBLAB-25879","HGSOC","HGSOC","panAURK","Aurora kinase"
"PEO4","PEO4_exp3","sigmoid","cw069",1.6759675631047,54.7918847192932,0.308806447083272,"PEO4","exp3","","PEO4",6.8654337,2.95553,5182.661,4.372184,0.022112144,0.058228556,"low","low","JBLAB-25879","HGSOC","HGSOC","KIFC1 (HSET)","Centrosome clustering"
"PEO4","PEO4_exp3","sigmoid","bi2536",1.6759675631047,0.00380736735062841,-0.900354147654986,"PEO4","exp3","","PEO4",6.8654337,2.95553,5182.661,4.372184,0.022112144,0.058228556,"low","low","JBLAB-25879","HGSOC","HGSOC","panPLK","Polo like kinase"
"PEO4","PEO4_exp3","sigmoid","cfi400945",1.6759675631047,7.1222860081018,-0.85899672468016,"PEO4","exp3","","PEO4",6.8654337,2.95553,5182.661,4.372184,0.022112144,0.058228556,"low","low","JBLAB-25879","HGSOC","HGSOC","PLK4","Polo like kinase"
"PEO4","PEO4_exp3","sigmoid","volasertib",1.6759675631047,0.0135885840263617,-0.874655325506103,"PEO4","exp3","","PEO4",6.8654337,2.95553,5182.661,4.372184,0.022112144,0.058228556,"low","low","JBLAB-25879","HGSOC","HGSOC","PLK1","Polo like kinase"
"PEO4","PEO4_exp3","sigmoid","az3146",1.6759675631047,1.61539565233973,-0.866946324316563,"PEO4","exp3","","PEO4",6.8654337,2.95553,5182.661,4.372184,0.022112144,0.058228556,"low","low","JBLAB-25879","HGSOC","HGSOC","TTK (MPS1)","SAC component"
"PEO4","PEO4_exp3","sigmoid","gsk923295",1.6759675631047,0.234836514190896,-0.859986298595784,"PEO4","exp3","","PEO4",6.8654337,2.95553,5182.661,4.372184,0.022112144,0.058228556,"low","low","JBLAB-25879","HGSOC","HGSOC","CENPE","SAC component"
"PEO6","PEO6_exp3","sigmoid","oxaliplatin",1.7104931366789,114.493770646696,0.526355632206151,"PEO6","exp3","","PEO6",0.4511278,2.971767,5859.864,2.73324,0.02591652,0.030697226,"low","low","JBLAB-25894","HGSOC","HGSOC","Oxaliplatin","Alkylating agent"
"PEO6","PEO6_exp3","sigmoid","paclitaxel",1.7104931366789,0.000252551780182915,-0.205201867307004,"PEO6","exp3","","PEO6",0.4511278,2.971767,5859.864,2.73324,0.02591652,0.030697226,"low","low","JBLAB-25894","HGSOC","HGSOC","Paclitaxel","Antimicrotubule agent"
"PEO6","PEO6_exp3","sigmoid","alisertib",1.7104931366789,0.923470039991508,-0.583733526741097,"PEO6","exp3","","PEO6",0.4511278,2.971767,5859.864,2.73324,0.02591652,0.030697226,"low","low","JBLAB-25894","HGSOC","HGSOC","AURKA","Aurora kinase"
"PEO6","PEO6_exp3","sigmoid","barasertib",1.7104931366789,10.6941353987504,-0.851372422151897,"PEO6","exp3","","PEO6",0.4511278,2.971767,5859.864,2.73324,0.02591652,0.030697226,"low","low","JBLAB-25894","HGSOC","HGSOC","AURKB","Aurora kinase"
"PEO6","PEO6_exp3","sigmoid","tozasertib",1.7104931366789,10.4146376224478,-0.683322015698259,"PEO6","exp3","","PEO6",0.4511278,2.971767,5859.864,2.73324,0.02591652,0.030697226,"low","low","JBLAB-25894","HGSOC","HGSOC","panAURK","Aurora kinase"
"PEO6","PEO6_exp3","sigmoid","cw069",1.7104931366789,55.065012680084,0.216753377453088,"PEO6","exp3","","PEO6",0.4511278,2.971767,5859.864,2.73324,0.02591652,0.030697226,"low","low","JBLAB-25894","HGSOC","HGSOC","KIFC1 (HSET)","Centrosome clustering"
"PEO6","PEO6_exp3","sigmoid","bi2536",1.7104931366789,0.00288413370752739,-0.874481234636187,"PEO6","exp3","","PEO6",0.4511278,2.971767,5859.864,2.73324,0.02591652,0.030697226,"low","low","JBLAB-25894","HGSOC","HGSOC","panPLK","Polo like kinase"
"PEO6","PEO6_exp3","sigmoid","cfi400945",1.7104931366789,9.7197170041807,-0.840753059025285,"PEO6","exp3","","PEO6",0.4511278,2.971767,5859.864,2.73324,0.02591652,0.030697226,"low","low","JBLAB-25894","HGSOC","HGSOC","PLK4","Polo like kinase"
"PEO6","PEO6_exp3","sigmoid","volasertib",1.7104931366789,0.0143851646652636,-0.858202381053224,"PEO6","exp3","","PEO6",0.4511278,2.971767,5859.864,2.73324,0.02591652,0.030697226,"low","low","JBLAB-25894","HGSOC","HGSOC","PLK1","Polo like kinase"
"PEO6","PEO6_exp3","sigmoid","az3146",1.7104931366789,3.44217188537527,-0.841842042959892,"PEO6","exp3","","PEO6",0.4511278,2.971767,5859.864,2.73324,0.02591652,0.030697226,"low","low","JBLAB-25894","HGSOC","HGSOC","TTK (MPS1)","SAC component"
"PEO6","PEO6_exp3","sigmoid","gsk923295",1.7104931366789,9.24109926381963,-0.844524645227611,"PEO6","exp3","","PEO6",0.4511278,2.971767,5859.864,2.73324,0.02591652,0.030697226,"low","low","JBLAB-25894","HGSOC","HGSOC","CENPE","SAC component"
